Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Family_Members,Approved_status,Age,Employed_status
5033659,M,N,Y,0,225000,Commercial associate,Secondary Education,Married,House / apartment,2,0,52,Employed
5061161,M,Y,Y,2,202500,Working,Secondary Education,Married,House / apartment,4,0,36,Employed
5115671,M,Y,Y,1,189000,Working,Higher Education,Married,House / apartment,3,0,36,Employed
5009908,M,Y,N,0,202500,Working,Secondary Education,Married,House / apartment,2,0,52,Employed
5041758,F,N,Y,0,157500,State servant,Higher Education,Married,House / apartment,2,0,41,Employed
5021682,M,N,Y,0,166500,Commercial associate,Secondary Education,Separated,House / apartment,1,0,51,Employed
5033916,M,N,Y,0,180000,Working,Secondary Education,Married,House / apartment,2,1,36,Employed
5029108,M,Y,N,1,315000,State servant,Secondary Education,Married,House / apartment,3,0,36,Employed
5068631,F,Y,Y,0,216000,Working,Secondary Education,Married,House / apartment,2,0,58,Employed
5025791,F,N,Y,0,157500,Working,Secondary Education,Married,House / apartment,2,0,51,Employed
5149040,F,N,Y,0,180000,Working,Secondary Education,Civil marriage,House / apartment,2,0,54,Employed
5149106,M,N,Y,2,270000,Working,Secondary Education,Married,House / apartment,4,0,34,Employed
5062106,M,Y,Y,0,135000,Commercial associate,Secondary Education,Married,House / apartment,2,0,52,Employed
5095939,M,N,N,0,157500,Working,Secondary Education,Married,House / apartment,2,0,48,Employed
5067949,F,N,Y,0,157500,Commercial associate,Secondary Education,Single / not married,House / apartment,1,0,50,Employed
5149150,M,Y,Y,0,247500,Working,Secondary Education,Married,House / apartment,2,0,30,Employed
5142153,M,Y,Y,0,380250,Working,Secondary Education,Single / not married,House / apartment,1,0,44,Employed
5010010,F,N,Y,1,112500,State servant,Incomplete Higher,Civil marriage,House / apartment,3,0,30,Employed
5118268,M,Y,N,1,360000,State servant,Secondary Education,Married,House / apartment,3,0,31,Employed
5113132,F,Y,Y,0,360000,Commercial associate,Secondary Education,Married,House / apartment,2,0,52,Employed
5089070,M,N,N,2,180000,Working,Secondary Education,Married,House / apartment,4,0,39,Employed
5116613,M,N,Y,0,225000,Commercial associate,Secondary Education,Married,House / apartment,2,0,32,Employed
5061896,M,N,Y,1,292500,State servant,Higher Education,Married,House / apartment,3,0,46,Employed
5117254,F,Y,Y,0,207000,State servant,Higher Education,Married,House / apartment,2,0,61,Employed
5116991,M,Y,Y,0,135000,Working,Secondary Education,Married,House / apartment,2,0,40,Employed
5112975,F,N,N,2,171000,Working,Secondary Education,Married,House / apartment,4,0,38,Employed
5089275,F,Y,N,0,315000,Working,Higher Education,Married,House / apartment,2,0,37,Employed
5116369,M,N,Y,0,112500,Working,Secondary Education,Married,House / apartment,2,0,53,Employed
5090793,F,N,Y,0,247500,Working,Higher Education,Married,House / apartment,2,0,38,Employed
5078945,F,N,Y,2,180000,Working,Incomplete Higher,Separated,House / apartment,3,1,34,Employed
5078946,F,N,Y,2,180000,Working,Incomplete Higher,Separated,House / apartment,3,1,34,Employed
5096856,M,Y,Y,0,180000,Commercial associate,Secondary Education,Married,House / apartment,2,0,49,Employed
5145965,F,N,N,2,130500,Working,Secondary Education,Married,House / apartment,4,0,42,Employed
5145964,F,N,N,2,130500,Working,Secondary Education,Married,House / apartment,4,0,42,Employed
5052865,F,N,Y,0,94500,Commercial associate,Incomplete Higher,Married,House / apartment,2,0,38,Employed
5148669,M,Y,Y,1,380250,Commercial associate,Incomplete Higher,Civil marriage,Office apartment,3,0,49,Employed
5126543,F,Y,N,0,112500,Working,Secondary Education,Married,House / apartment,2,0,28,Employed
5089474,M,N,N,0,180000,Working,Higher Education,Married,House / apartment,2,0,39,Employed
5090780,F,N,N,1,202500,Working,Secondary Education,Married,House / apartment,3,0,33,Employed
5058281,F,N,Y,0,306000,Commercial associate,Higher Education,Married,House / apartment,2,0,41,Employed
5058286,F,N,Y,0,306000,Commercial associate,Higher Education,Married,House / apartment,2,0,41,Employed
5115604,F,N,Y,0,202500,Working,Secondary Education,Married,House / apartment,2,1,40,Employed
5115606,F,N,Y,0,202500,Working,Secondary Education,Married,House / apartment,2,1,40,Employed
5115608,F,N,Y,0,202500,Working,Secondary Education,Married,House / apartment,2,1,40,Employed
5115610,F,N,Y,0,202500,Working,Secondary Education,Married,House / apartment,2,1,40,Employed
5115611,F,N,Y,0,202500,Working,Secondary Education,Single / not married,House / apartment,2,1,40,Employed
5100000,F,N,N,1,180000,Commercial associate,Secondary Education,Married,House / apartment,3,0,42,Employed
5090925,F,N,Y,0,243000,Commercial associate,Secondary Education,Married,With parents,2,0,47,Employed
5069289,F,N,Y,0,270000,Commercial associate,Incomplete Higher,Married,House / apartment,2,0,41,Employed
5135489,M,Y,Y,2,225000,Working,Secondary Education,Married,House / apartment,4,0,28,Employed
5051008,F,N,N,1,225000,Commercial associate,Secondary Education,Married,House / apartment,3,0,29,Employed
5116621,F,Y,Y,1,157500,State servant,Secondary Education,Married,House / apartment,3,0,38,Employed
5068019,M,Y,Y,0,135000,Working,Secondary Education,Married,House / apartment,2,0,42,Employed
5052877,M,Y,Y,0,225000,Working,Secondary Education,Married,House / apartment,2,1,49,Employed
5052879,M,Y,Y,0,225000,Working,Secondary Education,Married,House / apartment,2,1,49,Employed
5052882,M,Y,Y,0,225000,Working,Secondary Education,Married,House / apartment,2,1,49,Employed
5052883,M,Y,Y,0,225000,Working,Secondary Education,Married,House / apartment,2,0,49,Employed
5126562,F,N,N,0,380250,Working,Higher Education,Married,House / apartment,2,0,30,Employed
5023692,F,N,Y,0,135000,Working,Secondary Education,Single / not married,House / apartment,1,0,41,Employed
5046003,F,N,Y,1,225000,Working,Secondary Education,Single / not married,House / apartment,2,0,41,Employed
5136985,M,Y,N,0,247500,Working,Secondary Education,Single / not married,House / apartment,1,0,34,Employed
5143596,F,N,N,0,90000,Working,Secondary Education,Civil marriage,House / apartment,2,0,32,Employed
5148872,F,N,Y,0,135000,State servant,Incomplete Higher,Married,House / apartment,2,0,42,Employed
5125730,F,Y,Y,1,119700,Working,Higher Education,Married,House / apartment,3,0,36,Employed
5113801,F,N,Y,1,337500,Working,Secondary Education,Married,House / apartment,3,0,35,Employed
5047853,M,Y,Y,1,292500,Commercial associate,Higher Education,Married,House / apartment,3,0,34,Employed
5047870,M,Y,Y,1,292500,Commercial associate,Higher Education,Married,House / apartment,3,0,34,Employed
5022308,F,N,Y,0,90000,Working,Secondary Education,Separated,House / apartment,1,0,52,Employed
5028383,M,Y,N,0,337500,Working,Secondary Education,Single / not married,With parents,1,0,31,Employed
5048610,F,N,Y,0,315000,Working,Secondary Education,Separated,House / apartment,1,0,42,Employed
5041320,F,N,N,0,157500,Working,Higher Education,Single / not married,Office apartment,1,0,52,Employed
5078841,M,N,Y,0,225000,Working,Secondary Education,Married,House / apartment,2,0,56,Employed
5137247,F,N,N,0,90000,Working,Secondary Education,Married,House / apartment,2,0,48,Employed
5149353,M,Y,Y,0,166500,Commercial associate,Higher Education,Married,House / apartment,2,0,33,Employed
5038615,F,N,N,1,112500,Commercial associate,Higher Education,Married,With parents,3,0,34,Employed
5089722,F,N,N,0,315000,Commercial associate,Secondary Education,Separated,House / apartment,1,0,48,Employed
5100106,M,Y,N,0,81000,Working,Secondary Education,Married,House / apartment,2,0,48,Employed
5068156,M,Y,Y,0,180000,Working,Secondary Education,Married,House / apartment,2,0,54,Employed
5068367,F,Y,Y,1,270000,Working,Secondary Education,Married,House / apartment,3,0,39,Employed
5069199,F,Y,Y,1,225000,Commercial associate,Secondary Education,Married,House / apartment,3,0,37,Employed
5061076,M,Y,N,0,157500,State servant,Secondary Education,Married,House / apartment,2,0,41,Employed
5091006,F,N,Y,0,157500,Commercial associate,Secondary Education,Married,House / apartment,2,0,47,Employed
5139951,F,Y,Y,0,121500,State servant,Secondary Education,Married,House / apartment,2,0,55,Employed
5118026,F,N,N,0,315000,Commercial associate,Secondary Education,Married,House / apartment,2,0,37,Employed
5099948,F,Y,N,0,185400,Commercial associate,Secondary Education,Married,House / apartment,2,0,40,Employed
5036093,F,N,Y,0,135000,Working,Secondary Education,Married,House / apartment,2,0,59,Employed
5053980,F,Y,N,0,108000,Working,Secondary Education,Married,With parents,2,0,34,Employed
5143016,M,N,N,0,180000,Commercial associate,Secondary Education,Civil marriage,Rented apartment,2,0,40,Employed
5008865,F,Y,Y,2,135000,Working,Secondary Education,Married,House / apartment,4,0,43,Employed
5022756,F,N,N,1,202500,Commercial associate,Secondary Education,Separated,House / apartment,2,0,30,Employed
5053744,F,N,Y,0,360000,State servant,Higher Education,Married,House / apartment,2,0,44,Employed
5033966,F,N,Y,0,180000,Commercial associate,Secondary Education,Married,House / apartment,2,0,41,Employed
5137542,F,N,N,0,157500,Working,Secondary Education,Married,House / apartment,2,0,52,Employed
5135946,M,N,Y,0,270000,Working,Higher Education,Single / not married,House / apartment,1,0,42,Employed
5135982,F,N,Y,0,380250,Commercial associate,Secondary Education,Separated,House / apartment,1,0,37,Employed
5126687,F,N,Y,0,90000,Working,Secondary Education,Married,House / apartment,2,0,55,Employed
5009567,M,Y,N,0,180000,Working,Secondary Education,Married,House / apartment,2,0,42,Employed
5069466,F,Y,Y,0,166500,Working,Secondary Education,Married,House / apartment,2,0,33,Employed
5009023,F,N,Y,2,216000,State servant,Higher Education,Married,House / apartment,4,0,42,Employed
5118225,M,Y,N,0,225000,Working,Secondary Education,Civil marriage,Office apartment,2,0,57,Employed
5028858,M,Y,Y,1,157500,Working,Secondary Education,Married,House / apartment,3,0,38,Employed
5069066,M,N,Y,0,202500,Working,Secondary Education,Single / not married,House / apartment,1,0,27,Employed
5046126,F,N,Y,0,135000,Working,Secondary Education,Married,House / apartment,2,0,56,Employed
5050549,M,N,N,2,225000,Working,Higher Education,Civil marriage,House / apartment,4,0,46,Employed
5089556,F,Y,N,0,166500,Working,Incomplete Higher,Single / not married,House / apartment,1,0,31,Employed
5053592,F,N,Y,1,117000,Working,Lower Secondary,Widow,House / apartment,2,0,48,Employed
5068963,M,Y,N,0,202500,Working,Higher Education,Married,House / apartment,2,0,42,Employed
5091639,M,Y,Y,0,202500,Working,Secondary Education,Single / not married,House / apartment,1,0,50,Employed
5088055,F,N,Y,0,216000,Working,Secondary Education,Single / not married,House / apartment,1,0,49,Employed
5113717,F,N,N,1,135000,Working,Secondary Education,Married,House / apartment,3,0,45,Employed
5028781,F,N,Y,0,135000,Working,Secondary Education,Married,House / apartment,2,0,43,Employed
5033714,M,N,Y,1,135000,Working,Secondary Education,Married,House / apartment,3,0,38,Employed
5105715,F,N,Y,0,180000,Working,Secondary Education,Married,House / apartment,2,0,38,Employed
5079141,F,N,Y,2,67500,Working,Secondary Education,Separated,House / apartment,3,0,38,Employed
5028684,M,N,Y,0,157500,Working,Secondary Education,Married,House / apartment,2,0,26,Employed
5033439,M,Y,N,2,270000,Working,Higher Education,Married,House / apartment,4,0,32,Employed
5137401,F,N,N,0,157500,Working,Higher Education,Separated,House / apartment,1,0,47,Employed
5137407,F,N,N,0,157500,Working,Higher Education,Separated,House / apartment,1,0,47,Employed
5114354,M,Y,N,0,180000,Commercial associate,Secondary Education,Married,Municipal apartment,2,0,27,Employed
5114342,M,Y,N,0,180000,Commercial associate,Secondary Education,Married,Municipal apartment,2,0,27,Employed
5114348,M,Y,N,0,180000,Commercial associate,Secondary Education,Married,Municipal apartment,2,0,27,Employed
5029194,M,Y,Y,0,225000,Working,Secondary Education,Married,House / apartment,2,0,53,Employed
5036926,F,Y,Y,0,157500,Commercial associate,Secondary Education,Married,House / apartment,2,0,33,Employed
5066765,F,N,Y,1,63000,Commercial associate,Secondary Education,Married,House / apartment,3,0,40,Employed
5041367,F,N,N,0,180000,State servant,Incomplete Higher,Married,House / apartment,2,0,28,Employed
5093248,F,N,Y,0,247500,Commercial associate,Higher Education,Married,House / apartment,2,0,33,Employed
5078805,F,N,Y,0,306000,Working,Secondary Education,Married,House / apartment,2,0,52,Employed
5091792,M,Y,Y,1,135000,Working,Secondary Education,Married,House / apartment,3,0,42,Employed
5149660,F,N,Y,1,180000,Commercial associate,Secondary Education,Civil marriage,House / apartment,3,0,33,Employed
5050635,F,N,N,0,225000,State servant,Secondary Education,Married,House / apartment,2,0,37,Employed
5029191,F,N,Y,0,202500,Working,Secondary Education,Married,House / apartment,2,0,42,Employed
5097024,M,Y,N,0,198000,Commercial associate,Higher Education,Married,House / apartment,2,0,37,Employed
5091416,F,N,Y,0,225000,Working,Higher Education,Married,House / apartment,2,0,44,Employed
5112870,M,Y,Y,1,360000,Working,Secondary Education,Married,House / apartment,3,0,58,Employed
5024049,F,Y,Y,1,144000,Working,Higher Education,Married,House / apartment,3,0,35,Employed
5029725,F,N,Y,1,135000,Commercial associate,Higher Education,Married,House / apartment,3,0,27,Employed
5136909,M,N,N,1,360000,Working,Secondary Education,Married,House / apartment,3,0,42,Employed
5142815,M,Y,N,0,126000,Commercial associate,Incomplete Higher,Married,House / apartment,2,0,28,Employed
5090612,F,Y,N,0,202500,Working,Higher Education,Married,House / apartment,2,0,38,Employed
5114138,F,N,N,2,180000,State servant,Secondary Education,Married,Office apartment,4,0,31,Employed
5118560,F,N,Y,0,126000,Working,Secondary Education,Single / not married,House / apartment,1,0,46,Employed
5135819,F,N,Y,0,90000,Commercial associate,Secondary Education,Married,House / apartment,2,0,53,Employed
5065518,F,Y,N,1,202500,Working,Higher Education,Married,Rented apartment,3,1,26,Employed
5142496,F,Y,Y,1,135000,Commercial associate,Higher Education,Married,House / apartment,3,0,42,Employed
5022156,F,Y,Y,2,180000,Commercial associate,Higher Education,Married,House / apartment,4,0,32,Employed
5117551,M,Y,N,1,148500,Commercial associate,Secondary Education,Married,House / apartment,3,0,35,Employed
5053790,F,Y,Y,0,225000,Working,Higher Education,Married,House / apartment,2,0,45,Employed
5142579,F,Y,Y,1,234000,Working,Secondary Education,Single / not married,House / apartment,2,0,57,Employed
5112652,F,N,N,0,67500,Working,Secondary Education,Married,With parents,2,0,44,Employed
5028446,F,Y,Y,0,162000,Working,Secondary Education,Single / not married,House / apartment,1,0,50,Employed
5092221,M,N,N,0,67500,State servant,Secondary Education,Married,House / apartment,2,0,32,Employed
5132340,F,N,Y,2,198000,Commercial associate,Incomplete Higher,Separated,House / apartment,3,0,43,Employed
5105685,F,N,Y,2,144000,Working,Secondary Education,Married,House / apartment,4,0,39,Employed
5112737,M,Y,Y,0,315000,Working,Higher Education,Married,House / apartment,2,0,50,Employed
5112736,M,Y,Y,0,315000,Working,Higher Education,Married,House / apartment,2,0,50,Employed
5112738,M,Y,Y,0,315000,Working,Higher Education,Married,House / apartment,2,0,50,Employed
5091549,F,N,Y,0,247500,Commercial associate,Secondary Education,Married,House / apartment,2,0,34,Employed
5067723,F,N,Y,1,337500,Working,Academic Degree,Single / not married,House / apartment,2,0,34,Employed
5028280,F,N,N,1,157500,Commercial associate,Incomplete Higher,Married,With parents,3,0,33,Employed
5068511,F,N,Y,0,135000,Commercial associate,Secondary Education,Married,House / apartment,2,0,43,Employed
5050440,F,Y,Y,1,157500,Working,Incomplete Higher,Civil marriage,House / apartment,3,0,36,Employed
5067542,F,N,Y,0,180000,Commercial associate,Secondary Education,Married,House / apartment,2,0,58,Employed
5067281,M,N,Y,1,135000,Working,Secondary Education,Civil marriage,House / apartment,3,0,36,Employed
5125317,M,Y,N,0,292500,Commercial associate,Secondary Education,Married,House / apartment,2,0,57,Employed
5125325,M,Y,N,0,292500,Commercial associate,Secondary Education,Married,House / apartment,2,0,57,Employed
5023186,M,Y,Y,0,135000,Working,Secondary Education,Married,House / apartment,2,0,47,Employed
5137229,M,Y,N,0,180000,Commercial associate,Secondary Education,Married,Municipal apartment,2,0,39,Employed
5095170,M,Y,Y,0,252000,Commercial associate,Higher Education,Married,House / apartment,2,0,38,Employed
5036474,M,Y,N,2,180000,Commercial associate,Higher Education,Married,House / apartment,4,0,43,Employed
5033817,F,Y,N,1,292500,State servant,Higher Education,Married,House / apartment,3,0,44,Employed
5126021,F,N,N,1,112500,Working,Secondary Education,Civil marriage,House / apartment,3,0,41,Employed
5096753,M,Y,N,0,328500,Working,Higher Education,Married,House / apartment,2,0,41,Employed
5139846,M,Y,Y,0,202500,Commercial associate,Secondary Education,Married,Rented apartment,2,0,29,Employed
5048121,M,Y,Y,2,292500,Commercial associate,Secondary Education,Married,House / apartment,4,0,33,Employed
5149433,F,Y,Y,0,112500,Working,Secondary Education,Widow,House / apartment,1,0,54,Employed
5143175,M,Y,N,0,225000,Commercial associate,Secondary Education,Single / not married,House / apartment,1,0,48,Employed
5010526,M,Y,Y,1,380250,Working,Higher Education,Married,Office apartment,3,0,51,Employed
5090995,M,Y,Y,0,380250,Working,Higher Education,Married,House / apartment,2,0,28,Employed
5097170,M,Y,Y,0,180000,State servant,Secondary Education,Married,House / apartment,2,0,26,Employed
5067730,F,N,Y,1,135000,Commercial associate,Incomplete Higher,Married,House / apartment,3,0,28,Employed
5067729,F,N,Y,1,135000,Commercial associate,Incomplete Higher,Married,House / apartment,3,0,28,Employed
5058405,M,Y,Y,0,247500,Working,Higher Education,Married,House / apartment,2,0,35,Employed
5058408,M,Y,Y,0,247500,Working,Higher Education,Married,House / apartment,2,0,35,Employed
5052963,M,Y,Y,0,135000,Commercial associate,Secondary Education,Married,House / apartment,2,0,27,Employed
5069292,F,Y,Y,1,180000,Commercial associate,Secondary Education,Married,House / apartment,3,0,42,Employed
5022918,F,N,Y,0,225000,Working,Higher Education,Single / not married,House / apartment,1,0,33,Employed
5024103,M,N,Y,0,166500,Working,Secondary Education,Married,House / apartment,2,0,55,Employed
5068456,F,Y,N,0,135000,Commercial associate,Secondary Education,Married,House / apartment,2,1,37,Employed
5074735,M,Y,Y,2,216000,State servant,Higher Education,Married,House / apartment,4,0,30,Employed
5116643,F,N,Y,0,261000,Working,Secondary Education,Married,House / apartment,2,0,55,Employed
5025181,F,N,N,0,270000,Commercial associate,Secondary Education,Single / not married,House / apartment,1,0,63,Employed
5142163,M,N,Y,1,360000,Working,Secondary Education,Civil marriage,House / apartment,3,0,32,Employed
5068238,F,N,Y,0,247500,Working,Secondary Education,Married,House / apartment,2,0,31,Employed
5045800,M,Y,Y,1,380250,Working,Secondary Education,Married,House / apartment,3,0,33,Employed
5143046,M,Y,N,2,360000,Working,Secondary Education,Married,House / apartment,4,0,44,Employed
5116005,M,Y,Y,1,380250,Commercial associate,Higher Education,Civil marriage,House / apartment,3,0,46,Employed
5115662,M,Y,Y,0,225000,Commercial associate,Higher Education,Single / not married,House / apartment,1,0,44,Employed
5045069,F,N,N,0,112500,Working,Secondary Education,Married,House / apartment,2,0,28,Employed
5045070,F,N,N,0,112500,Working,Secondary Education,Married,House / apartment,2,0,28,Employed
5095896,F,N,N,1,112500,Commercial associate,Higher Education,Married,House / apartment,3,0,44,Employed
5089162,F,Y,N,0,225000,Working,Higher Education,Married,House / apartment,2,1,56,Employed
5090549,F,N,Y,0,157500,Working,Secondary Education,Married,House / apartment,2,0,42,Employed
5089770,M,Y,Y,2,225000,Working,Secondary Education,Married,House / apartment,4,0,30,Employed
5041881,M,N,N,0,112500,Working,Secondary Education,Civil marriage,Rented apartment,2,0,40,Employed
5029423,F,N,Y,1,315000,State servant,Secondary Education,Civil marriage,House / apartment,3,0,31,Employed
5045623,F,N,Y,1,270000,State servant,Secondary Education,Married,House / apartment,3,0,39,Employed
5113440,F,N,Y,0,207000,Working,Secondary Education,Single / not married,House / apartment,1,0,51,Employed
5047670,F,N,N,1,180000,State servant,Higher Education,Married,House / apartment,3,0,39,Employed
5100461,M,Y,Y,1,202500,Commercial associate,Secondary Education,Civil marriage,House / apartment,3,0,34,Employed
5142118,M,N,N,1,225000,Working,Higher Education,Married,House / apartment,3,0,50,Employed
5069057,M,Y,N,0,225000,Commercial associate,Secondary Education,Married,House / apartment,2,0,49,Employed
5069051,M,Y,N,0,225000,Commercial associate,Secondary Education,Married,House / apartment,2,0,49,Employed
5149484,F,Y,Y,1,135000,Commercial associate,Higher Education,Married,House / apartment,3,0,31,Employed
5143231,F,Y,Y,1,380250,Commercial associate,Higher Education,Single / not married,House / apartment,2,0,28,Employed
5143235,F,Y,Y,1,380250,Commercial associate,Higher Education,Single / not married,House / apartment,2,0,28,Employed
5115984,M,Y,Y,2,180000,Working,Higher Education,Married,House / apartment,4,0,36,Employed
5115992,M,Y,Y,2,180000,Working,Higher Education,Married,House / apartment,4,0,36,Employed
5087756,F,N,N,0,180000,Working,Secondary Education,Married,House / apartment,2,0,42,Employed
5021430,F,N,Y,0,126000,Commercial associate,Higher Education,Single / not married,House / apartment,1,1,52,Employed
5021431,F,N,Y,0,126000,Commercial associate,Higher Education,Single / not married,House / apartment,1,1,52,Employed
5041273,M,N,Y,0,380250,Commercial associate,Higher Education,Separated,House / apartment,1,0,53,Employed
5041271,M,N,Y,0,380250,Commercial associate,Higher Education,Separated,House / apartment,1,0,53,Employed
5097134,M,Y,Y,0,157500,Working,Secondary Education,Married,House / apartment,2,0,31,Employed
5062749,M,Y,N,1,202500,State servant,Higher Education,Married,House / apartment,3,0,37,Employed
5053524,F,N,Y,0,112500,Working,Secondary Education,Married,House / apartment,2,0,40,Employed
5023280,F,Y,Y,0,180000,Commercial associate,Secondary Education,Married,House / apartment,2,0,46,Employed
5052806,F,N,Y,0,81000,Working,Secondary Education,Single / not married,House / apartment,1,0,53,Employed
5062294,F,Y,Y,0,225000,Working,Higher Education,Married,House / apartment,2,0,49,Employed
5146045,F,N,Y,0,360000,Commercial associate,Secondary Education,Single / not married,House / apartment,1,0,51,Employed
5150221,M,Y,Y,0,116100,Working,Secondary Education,Married,House / apartment,2,0,28,Employed
5053918,F,Y,N,0,225000,Working,Higher Education,Civil marriage,House / apartment,2,0,40,Employed
5068811,F,N,Y,0,315000,Commercial associate,Secondary Education,Married,House / apartment,2,0,40,Employed
5104953,M,Y,Y,0,180000,Working,Secondary Education,Married,House / apartment,2,0,59,Employed
5149828,M,Y,Y,0,315000,Working,Secondary Education,Married,House / apartment,2,1,48,Employed
5143342,M,N,N,1,216000,Working,Secondary Education,Married,Municipal apartment,3,1,35,Employed
5125542,M,N,N,0,180000,Working,Higher Education,Married,With parents,2,0,37,Employed
5033453,F,N,N,0,135000,Working,Higher Education,Single / not married,House / apartment,1,1,29,Employed
5053173,F,Y,Y,0,157500,Working,Secondary Education,Married,House / apartment,2,0,46,Employed
5062016,F,N,N,0,180000,Commercial associate,Secondary Education,Single / not married,House / apartment,1,0,31,Employed
5062011,F,N,N,0,180000,Commercial associate,Secondary Education,Single / not married,House / apartment,1,0,31,Employed
5113847,F,N,Y,0,225000,Working,Secondary Education,Widow,House / apartment,1,0,54,Employed
5035859,F,N,Y,0,270000,Commercial associate,Secondary Education,Single / not married,House / apartment,1,0,58,Employed
5117248,F,N,Y,2,112500,Working,Secondary Education,Married,House / apartment,4,0,36,Employed
5037212,M,Y,Y,0,292500,State servant,Higher Education,Married,House / apartment,2,0,35,Employed
5068196,M,Y,Y,0,173250,Working,Secondary Education,Civil marriage,House / apartment,2,0,45,Employed
5091766,M,N,Y,0,247500,Working,Secondary Education,Married,House / apartment,2,0,48,Employed
5091771,M,N,Y,0,247500,Working,Secondary Education,Married,House / apartment,2,0,48,Employed
5143402,M,Y,Y,0,144000,Commercial associate,Higher Education,Married,House / apartment,2,0,53,Employed
5009941,F,N,Y,2,157500,Working,Secondary Education,Married,House / apartment,4,0,29,Employed
5096424,M,Y,N,0,270000,Commercial associate,Higher Education,Separated,House / apartment,1,0,32,Employed
5096729,M,Y,N,0,135000,Commercial associate,Secondary Education,Married,House / apartment,2,0,30,Employed
5142248,F,N,Y,0,225000,State servant,Secondary Education,Married,House / apartment,2,0,54,Employed
5079181,F,N,N,0,112500,Commercial associate,Incomplete Higher,Married,House / apartment,2,0,28,Employed
5028990,F,N,N,2,81000,Working,Lower Secondary,Single / not married,House / apartment,3,0,42,Employed
5136029,M,Y,N,0,112500,State servant,Secondary Education,Married,House / apartment,2,0,54,Employed
5092242,F,N,N,0,117000,Working,Secondary Education,Married,House / apartment,2,0,57,Employed
5092239,F,N,N,0,117000,Working,Secondary Education,Married,House / apartment,2,0,57,Employed
5126809,M,N,Y,1,157500,Commercial associate,Secondary Education,Married,House / apartment,3,0,29,Employed
5087829,M,N,Y,0,135000,State servant,Secondary Education,Married,Rented apartment,2,0,29,Employed
5010025,F,N,Y,0,135000,Working,Secondary Education,Married,House / apartment,2,0,57,Employed
5139729,F,N,Y,0,135000,Working,Secondary Education,Married,House / apartment,2,0,56,Employed
5105436,M,N,Y,2,112500,Working,Secondary Education,Civil marriage,House / apartment,4,0,39,Employed
5088851,F,Y,Y,0,112500,Working,Higher Education,Married,House / apartment,2,0,31,Employed
5088853,F,Y,Y,0,112500,Working,Higher Education,Married,House / apartment,2,0,31,Employed
5054522,F,Y,Y,1,135000,Working,Higher Education,Married,House / apartment,3,0,27,Employed
5046086,F,Y,Y,0,99000,Working,Secondary Education,Married,House / apartment,2,0,58,Employed
5046083,F,Y,Y,0,99000,Working,Secondary Education,Married,House / apartment,2,0,58,Employed
5050724,F,Y,N,0,360000,Working,Higher Education,Married,House / apartment,2,0,35,Employed
5009053,F,N,Y,2,202500,Working,Higher Education,Married,House / apartment,4,0,30,Employed
5033797,F,Y,Y,0,148500,Commercial associate,Secondary Education,Married,Office apartment,2,0,47,Employed
5065820,M,Y,Y,1,157500,Working,Secondary Education,Married,House / apartment,3,0,42,Employed
5046324,F,N,Y,1,157500,Commercial associate,Secondary Education,Single / not married,House / apartment,3,1,42,Employed
5046328,F,N,Y,1,157500,Pensioner,Secondary Education,Single / not married,House / apartment,3,1,42,Employed
5091718,F,Y,Y,0,90000,Commercial associate,Secondary Education,Married,House / apartment,2,0,39,Employed
5061481,F,N,Y,1,225000,Commercial associate,Higher Education,Married,House / apartment,3,0,26,Employed
5126517,M,Y,N,0,157500,Working,Higher Education,Married,House / apartment,2,0,56,Employed
5126518,M,Y,N,0,157500,Working,Higher Education,Married,House / apartment,2,0,56,Employed
5079127,M,N,Y,0,270000,Working,Higher Education,Married,House / apartment,2,0,33,Employed
5010781,F,Y,Y,1,157500,Commercial associate,Higher Education,Married,House / apartment,3,0,40,Employed
5117331,F,Y,Y,0,270000,Commercial associate,Secondary Education,Separated,House / apartment,1,0,41,Employed
5117605,F,N,N,0,157500,Working,Higher Education,Married,House / apartment,2,0,39,Employed
5096300,F,N,N,1,112500,Commercial associate,Secondary Education,Married,House / apartment,3,0,26,Employed
5021214,M,Y,Y,1,225000,State servant,Higher Education,Married,House / apartment,3,0,35,Employed
5143360,F,N,Y,0,126000,Working,Secondary Education,Married,House / apartment,2,0,62,Employed
5143362,F,N,Y,0,126000,Working,Secondary Education,Married,House / apartment,2,0,62,Employed
5142649,M,Y,N,0,157500,Working,Secondary Education,Civil marriage,House / apartment,2,0,48,Employed
5010683,M,Y,Y,0,292500,Working,Higher Education,Married,House / apartment,2,0,28,Employed
5044478,F,N,N,0,135000,Working,Secondary Education,Married,House / apartment,2,0,42,Employed
5096743,F,N,Y,0,180000,Working,Lower Secondary,Widow,House / apartment,1,1,46,Employed
5037125,M,Y,N,0,180000,Working,Higher Education,Married,With parents,2,0,32,Employed
5028984,F,N,Y,0,193500,Working,Secondary Education,Separated,House / apartment,1,0,52,Employed
5028274,F,Y,N,2,360000,Working,Incomplete Higher,Married,House / apartment,4,0,35,Employed
5062525,F,N,Y,1,112500,Working,Higher Education,Married,House / apartment,3,0,37,Employed
5062547,F,N,Y,2,247500,Commercial associate,Incomplete Higher,Married,House / apartment,4,0,33,Employed
5113006,M,Y,N,1,112500,Working,Secondary Education,Married,House / apartment,3,0,54,Employed
